thumb_tip_x,thumb_tip_y,thumb_joint1_x,thumb_joint1_y,thumb_joint2_x,thumb_joint2_y,thumb_joint3_x,thumb_joint3_y,index_tip_x,index_tip_y,index_joint1_x,index_joint1_y,index_joint2_x,index_joint2_y,index_joint3_x,index_joint3_y,middle_tip_x,middle_tip_y,middle_joint1_x,middle_joint1_y,middle_joint2_x,middle_joint2_y,middle_joint3_x,middle_joint3_y,ring_tip_x,ring_tip_y,ring_joint1_x,ring_joint1_y,ring_joint2_x,ring_joint2_y,ring_joint3_x,ring_joint3_y,pinky_tip_x,pinky_tip_y,pinky_joint1_x,pinky_joint1_y,pinky_joint2_x,pinky_joint2_y,pinky_joint3_x,pinky_joint3_y,gesture
0.0,0.0,371.0,139.0,433.0,171.0,0.0,0.0,0.0,0.0,632.0,36.0,247.0,175.0,284.0,182.0,0.0,0.0,306.0,243.0,260.5,243.0,221.0,243.0,0.0,0.0,268.0,287.5,307.0,289.5,231.0,291.5,340.5,114.5,325.0,328.5,298.0,333.5,263.5,339.5,HELLO
0.0,0.0,371.0,140.0,433.0,172.0,0.0,0.0,0.0,0.0,634.0,38.0,246.0,176.0,283.0,183.5,173.25,243.75,306.0,244.5,260.5,245.0,220.5,245.0,184.5,171.5,267.5,289.0,307.0,290.5,230.5,292.5,339.75,115.0,325.0,330.0,298.0,335.5,263.5,342.0,HELLO
0.0,0.0,369.0,142.5,430.0,174.0,0.0,0.0,0.0,0.0,633.0,45.5,243.0,179.0,280.0,186.0,170.25,246.75,304.5,247.0,258.0,247.0,217.5,247.5,181.75,173.75,265.0,293.0,305.0,294.0,227.5,296.0,338.0,117.5,323.5,333.5,296.0,339.0,261.0,345.0,HELLO
0.0,0.0,369.0,143.0,430.0,174.0,0.0,0.0,0.0,0.0,634.0,40.0,243.0,179.0,281.0,186.0,171.25,246.75,304.0,247.0,258.5,247.0,217.5,247.5,182.25,174.25,265.0,292.5,305.0,293.5,228.5,296.0,338.0,117.5,323.0,333.0,296.0,338.5,261.5,345.0,HELLO
0.0,0.0,369.0,143.0,432.0,176.0,0.0,0.0,0.0,0.0,634.0,41.0,243.0,181.0,280.0,188.0,170.5,248.75,303.0,248.5,257.0,249.0,217.0,250.0,181.5,176.25,264.5,293.5,304.5,294.5,227.5,297.0,337.0,118.5,322.5,334.5,296.0,339.5,260.5,346.0,HELLO
0.0,0.0,369.0,143.0,430.0,176.0,0.0,0.0,0.0,0.0,633.5,36.0,242.0,181.0,280.0,188.0,169.25,249.75,303.0,249.0,257.0,249.5,217.0,251.0,180.5,176.25,264.5,295.0,304.5,296.0,227.0,298.0,337.0,118.5,322.5,335.5,296.0,341.0,260.0,347.0,HELLO
0.0,0.0,369.0,143.0,435.0,174.0,0.0,0.0,0.0,0.0,634.0,37.0,241.0,181.0,278.0,188.0,0.0,0.0,302.5,249.0,256.0,249.5,215.5,250.5,179.0,176.0,263.0,295.0,303.0,296.0,225.5,298.0,336.75,117.75,322.0,335.5,294.5,341.0,259.5,347.0,HELLO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,21.0,267.0,190.0,306.0,200.0,184.5,258.5,228.5,265.0,269.0,271.0,312.0,278.0,204.25,180.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,12.5,265.0,180.0,304.0,190.0,183.25,250.0,227.5,255.5,267.5,262.0,310.0,270.0,202.25,169.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,11.0,266.0,177.0,304.0,188.0,183.75,246.5,228.0,253.0,267.5,259.5,310.0,267.0,202.5,167.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,13.0,265.0,174.0,304.0,185.0,183.0,243.75,226.5,251.0,266.5,256.5,309.5,264.5,202.5,164.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.5,9.5,265.0,173.0,303.0,184.0,181.25,242.25,226.0,249.0,266.0,255.0,308.0,264.0,202.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,12.0,262.0,180.0,300.0,190.5,178.75,248.75,222.5,256.0,262.5,262.5,306.0,269.5,198.25,168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,181.0,303.0,192.0,342.0,213.5,183.0,250.0,226.5,257.0,266.0,263.5,308.0,271.0,202.75,170.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,180.0,305.0,191.0,343.5,213.0,185.0,248.5,228.0,255.0,267.5,262.0,310.0,269.0,204.5,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,185.0,304.0,196.0,342.5,217.5,183.0,255.0,226.0,261.0,266.0,268.0,308.0,275.0,203.25,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,184.0,301.0,194.0,340.0,217.0,179.75,253.75,224.0,261.0,263.5,266.5,306.0,273.5,200.25,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,183.0,299.0,194.0,339.0,215.5,178.25,253.0,222.0,260.0,262.0,266.0,304.0,273.5,198.5,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,14.5,263.0,184.0,301.0,195.0,181.0,254.5,224.0,261.0,264.0,266.5,306.0,273.5,200.5,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,184.0,301.0,194.0,341.0,217.0,181.5,253.5,224.5,261.0,264.0,266.0,306.0,273.5,201.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,14.5,263.0,182.0,300.0,192.5,181.0,251.5,224.0,259.0,263.5,264.5,305.5,271.5,200.5,170.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.5,14.5,262.0,184.0,300.0,195.0,180.25,254.25,224.0,261.0,263.5,266.5,305.5,273.5,200.25,172.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.5,14.5,263.0,187.0,301.0,198.0,182.75,256.25,226.0,263.0,265.5,268.5,306.5,276.0,201.75,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,8.0,262.0,185.0,300.0,196.0,182.0,254.25,224.0,261.0,264.0,266.5,306.0,275.0,200.5,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,184.0,295.0,195.0,334.0,217.0,175.5,253.75,218.0,261.0,258.0,267.0,300.0,274.0,193.75,172.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,187.0,293.0,198.0,333.0,219.0,173.5,256.25,217.5,263.0,256.0,269.5,299.0,277.0,191.75,175.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,186.0,293.0,197.0,333.0,219.0,174.75,255.25,217.5,263.0,257.5,268.0,299.5,276.0,191.75,175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,192.0,290.0,202.0,330.0,223.5,171.0,261.75,214.5,268.0,254.5,274.0,297.0,281.5,187.25,181.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,13.0,231.0,211.0,264.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,203.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,13.5,235.0,210.0,268.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.5,202.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,429.0,222.5,0.0,0.0,0.0,0.0,0.0,0.0,632.5,15.0,237.0,213.0,270.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.75,205.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,435.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,16.5,238.0,217.0,271.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.5,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,433.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,14.0,239.0,217.0,273.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.5,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,429.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,632.5,16.5,235.0,220.0,270.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.25,214.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,429.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,8.5,237.0,218.0,270.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.25,211.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,16.0,239.0,217.0,272.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.75,210.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,13.0,238.0,217.0,271.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.25,210.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,14.0,237.0,218.0,271.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.75,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,430.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,13.0,235.0,218.0,269.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.75,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.5,14.5,233.0,219.0,267.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.75,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,428.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,16.0,233.0,221.0,267.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.75,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,221.0,268.0,234.0,306.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.25,214.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,218.0,269.0,231.0,307.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.75,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,430.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,217.0,270.0,229.0,308.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.25,208.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,217.0,273.0,229.0,310.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.5,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,435.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,217.0,273.0,229.0,310.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.75,208.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,215.0,273.0,228.0,310.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.75,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,216.0,273.0,228.0,310.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,208.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,216.0,271.0,229.0,308.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.25,208.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,212.0,271.0,225.0,308.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,204.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,195.0,273.0,209.0,311.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,174.0,276.0,187.0,314.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.75,164.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,170.0,280.0,183.0,318.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,160.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,168.0,280.0,181.0,317.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.25,158.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,168.0,276.0,182.0,315.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.25,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,390.0,142.0,459.0,192.0,0.0,0.0,0.0,0.0,631.0,19.0,244.0,183.0,277.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.75,177.5,0.0,0.0,0.0,0.0,0.0,0.0,356.5,109.0,288.0,331.5,310.5,333.5,252.0,337.0,LOVE
206.0,327.5,386.0,140.0,455.0,192.0,0.0,0.0,0.0,0.0,628.0,28.0,239.0,181.0,272.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.25,175.0,0.0,0.0,0.0,0.0,0.0,0.0,352.5,107.0,283.0,332.0,305.0,334.0,246.0,338.0,LOVE
203.0,326.25,384.0,140.0,451.5,191.0,0.0,0.0,0.0,0.0,628.0,17.0,236.0,180.0,269.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,173.5,0.0,0.0,0.0,0.0,0.0,0.0,349.5,105.75,279.5,330.0,302.5,332.5,243.0,336.0,LOVE
203.0,325.75,384.0,140.0,451.0,190.0,0.0,0.0,0.0,0.0,628.0,23.0,236.0,180.0,269.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.75,173.0,0.0,0.0,0.0,0.0,0.0,0.0,349.5,106.0,279.0,330.0,301.5,333.0,243.0,336.0,LOVE
200.75,324.25,380.0,140.0,448.5,189.0,0.0,0.0,0.0,0.0,627.0,21.0,234.0,178.0,267.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,171.25,0.0,0.0,0.0,0.0,0.0,0.0,347.5,106.25,277.0,330.0,299.0,332.5,240.0,334.0,LOVE
